id,created,answer_id,user_id,answer
106,2025-05-10 06:44:00,5,23,1
107,2025-05-23 10:53:00,1,24,2
108,2025-05-22 15:53:00,2,24,1
109,2025-05-22 19:53:00,4,24,2
110,2025-05-02 18:52:00,1,25,2
111,2025-05-03 03:52:00,2,25,2
112,2025-05-02 11:52:00,3,25,1
113,2025-05-03 06:52:00,4,25,1
114,2025-05-02 09:52:00,5,25,2
115,2025-05-12 02:17:00,1,26,1
116,2025-05-11 13:17:00,2,26,2
117,2025-05-11 13:17:00,3,26,2
118,2025-05-12 08:17:00,4,26,2
119,2025-05-31 11:56:00,1,27,1
120,2025-05-31 01:56:00,2,27,1
121,2025-05-30 22:56:00,3,27,2
122,2025-05-31 09:56:00,4,27,1
123,2025-05-31 14:56:00,5,27,1
124,2025-05-08 16:31:00,1,28,1
125,2025-05-07 23:31:00,2,28,2
126,2025-05-08 14:31:00,3,28,1
127,2025-05-07 23:31:00,4,28,1
128,2025-05-08 15:31:00,5,28,1
129,2025-05-31 02:29:00,1,29,2
130,2025-05-31 19:29:00,2,29,2
131,2025-05-31 17:29:00,3,29,1
132,2025-05-31 02:29:00,4,29,1
133,2025-05-31 06:29:00,5,29,1
134,2025-05-05 11:47:00,1,30,2
135,2025-05-05 18:47:00,2,30,1
136,2025-05-06 01:47:00,3,30,1
137,2025-05-06 03:47:00,4,30,2
138,2025-05-05 07:47:00,5,30,2
139,2025-05-09 23:37:00,1,31,1
140,2025-05-10 21:37:00,2,31,2
141,2025-05-10 23:37:00,3,31,2
142,2025-05-10 05:37:00,4,31,1
143,2025-05-10 15:37:00,5,31,2
144,2025-05-19 17:23:00,1,32,1
145,2025-05-20 10:23:00,2,32,2
146,2025-05-19 14:23:00,3,32,2
147,2025-05-19 12:23:00,4,32,1
148,2025-05-20 04:23:00,5,32,1
149,2025-05-06 16:31:00,1,33,1
150,2025-05-06 12:31:00,2,33,1
151,2025-05-05 22:31:00,3,33,1
152,2025-05-06 07:31:00,5,33,2
153,2025-05-03 00:09:00,1,34,1
154,2025-05-02 14:09:00,2,34,2
155,2025-05-02 11:09:00,3,34,2
156,2025-05-03 03:09:00,4,34,2
157,2025-05-03 02:09:00,5,34,1
158,2025-05-27 02:27:00,1,35,1
159,2025-05-27 12:27:00,2,35,1
160,2025-05-27 04:27:00,3,35,2
161,2025-05-27 07:27:00,4,35,2
162,2025-05-27 18:27:00,5,35,2
163,2025-05-13 15:38:00,1,36,2
164,2025-05-13 19:38:00,2,36,2
165,2025-05-14 00:38:00,3,36,1
166,2025-05-14 06:38:00,4,36,2
167,2025-05-14 01:38:00,5,36,1
168,2025-05-18 03:35:00,1,37,2
169,2025-05-17 19:35:00,2,37,1
170,2025-05-17 14:35:00,3,37,2
171,2025-05-17 12:35:00,5,37,1
172,2025-05-01 22:46:00,1,38,2
173,2025-05-02 11:46:00,2,38,2
174,2025-05-02 21:46:00,3,38,2
175,2025-05-02 06:46:00,4,38,1
176,2025-05-02 17:46:00,5,38,1
177,2025-05-30 10:48:00,1,39,1
178,2025-05-30 09:48:00,2,39,2
179,2025-05-29 23:48:00,3,39,2
180,2025-05-30 01:48:00,4,39,1
181,2025-05-30 16:48:00,5,39,1
182,2025-05-21 23:07:00,1,40,1
183,2025-05-22 04:07:00,2,40,1
184,2025-05-21 10:07:00,3,40,2
185,2025-05-22 01:07:00,5,40,1
186,2025-05-07 02:00:00,1,41,2
187,2025-05-07 12:00:00,2,41,1
188,2025-05-06 21:00:00,3,41,1
189,2025-05-06 14:00:00,4,41,2
190,2025-05-30 08:16:00,1,42,1
191,2025-05-30 01:16:00,2,42,1
192,2025-05-30 08:16:00,3,42,1
193,2025-05-30 17:16:00,4,42,1
194,2025-05-25 09:32:00,1,43,2
195,2025-05-25 16:32:00,2,43,2
196,2025-05-25 05:32:00,3,43,1
197,2025-05-26 03:32:00,4,43,2
198,2025-05-25 14:32:00,5,43,2
199,2025-05-29 18:19:00,1,44,1
200,2025-05-28 22:19:00,2,44,2
201,2025-05-28 21:19:00,3,44,2
202,2025-05-29 07:19:00,5,44,2
203,2025-05-18 06:12:00,1,45,2
204,2025-05-18 12:12:00,2,45,1
205,2025-05-18 19:12:00,3,45,1
206,2025-05-18 05:12:00,4,45,1
207,2025-05-18 15:12:00,5,45,2
208,2025-05-26 05:34:00,1,46,1
209,2025-05-26 05:34:00,2,46,1
210,2025-05-25 13:34:00,3,46,2
211,2025-05-25 07:34:00,4,46,2
212,2025-05-25 20:34:00,5,46,1
213,2025-05-31 09:58:00,1,47,2
214,2025-05-31 03:58:00,2,47,1
215,2025-05-31 06:58:00,3,47,1
216,2025-05-30 21:58:00,4,47,2
217,2025-05-30 18:58:00,5,47,1
218,2025-05-11 18:01:00,1,48,1
219,2025-05-11 21:01:00,2,48,1
220,2025-05-12 12:01:00,3,48,1
221,2025-05-12 04:01:00,4,48,2
222,2025-05-11 15:01:00,5,48,2
223,2025-05-12 09:15:00,1,49,1
224,2025-05-13 01:15:00,2,49,2
225,2025-05-12 19:15:00,3,49,2
226,2025-05-13 06:15:00,4,49,2
227,2025-05-13 03:15:00,5,49,1
228,2025-05-30 03:05:00,1,50,1
229,2025-05-30 01:05:00,2,50,2
230,2025-05-30 03:05:00,3,50,1
231,2025-05-30 03:05:00,4,50,2
232,2025-05-16 07:48:00,1,51,2
233,2025-05-16 07:48:00,2,51,1
234,2025-05-16 05:48:00,3,51,1
235,2025-05-16 16:48:00,5,51,2
236,2025-05-05 10:42:00,1,52,1
237,2025-05-05 15:42:00,2,52,1
238,2025-05-05 21:42:00,3,52,1
239,2025-05-05 07:42:00,4,52,1
240,2025-05-05 19:42:00,5,52,1
241,2025-05-18 15:16:00,1,53,1
242,2025-05-19 04:16:00,2,53,2
243,2025-05-18 14:16:00,3,53,2
244,2025-05-21 07:13:00,1,54,1
245,2025-05-21 12:13:00,2,54,2
246,2025-05-20 16:13:00,3,54,2
247,2025-05-21 06:13:00,5,54,1
248,2025-05-26 11:44:00,1,55,1
249,2025-05-26 01:44:00,2,55,2
250,2025-05-26 19:44:00,3,55,1
251,2025-05-26 06:44:00,4,55,2
252,2025-05-26 01:44:00,5,55,2
253,2025-05-10 14:42:00,1,56,2
254,2025-05-10 22:42:00,2,56,1
255,2025-05-10 23:42:00,3,56,2
256,2025-05-11 01:42:00,4,56,2
257,2025-05-10 12:42:00,5,56,2
258,2025-05-16 01:28:00,1,57,2
259,2025-05-15 18:28:00,2,57,1
260,2025-05-16 06:28:00,3,57,2
261,2025-05-16 01:28:00,4,57,1
262,2025-05-16 05:28:00,5,57,2
263,2025-05-08 20:21:00,1,58,1
264,2025-05-08 11:21:00,2,58,2
265,2025-05-08 12:21:00,4,58,1
266,2025-05-18 19:37:00,1,59,1
267,2025-05-19 03:37:00,2,59,2
268,2025-05-19 00:37:00,3,59,2
269,2025-05-19 07:37:00,4,59,1
270,2025-05-18 19:37:00,5,59,2
271,2025-05-03 23:40:00,1,60,2
272,2025-05-04 07:40:00,2,60,2
273,2025-05-04 12:40:00,3,60,1
274,2025-05-03 22:40:00,4,60,1
275,2025-05-04 18:40:00,5,60,2
276,2025-05-03 22:55:00,1,61,2
277,2025-05-03 16:55:00,2,61,1
278,2025-05-04 01:55:00,3,61,2
279,2025-05-03 03:55:00,4,61,2
280,2025-05-03 19:55:00,5,61,2
281,2025-05-18 03:17:00,1,62,2
282,2025-05-17 10:17:00,2,62,2
283,2025-05-18 01:17:00,3,62,1
284,2025-05-17 12:17:00,4,62,1
285,2025-05-17 21:17:00,5,62,1
286,2025-05-07 18:08:00,1,63,2
287,2025-05-08 13:08:00,2,63,2
288,2025-05-08 02:08:00,3,63,1
289,2025-05-08 17:08:00,4,63,1
290,2025-05-08 12:08:00,5,63,1
291,2025-05-30 04:36:00,1,64,2
292,2025-05-30 16:36:00,2,64,2
293,2025-05-30 12:36:00,3,64,2
294,2025-05-29 18:36:00,4,64,1
295,2025-05-30 05:36:00,5,64,2
296,2025-05-26 20:51:00,1,65,1
297,2025-05-27 07:51:00,2,65,1
298,2025-05-27 08:51:00,3,65,1
299,2025-05-26 17:51:00,4,65,1
300,2025-05-04 18:42:00,1,66,2
301,2025-05-04 14:42:00,2,66,1
302,2025-05-04 22:42:00,3,66,2
303,2025-05-04 12:42:00,4,66,1
304,2025-05-04 06:42:00,5,66,1
305,2025-05-15 11:29:00,1,67,1
306,2025-05-14 22:29:00,2,67,1
307,2025-05-14 15:29:00,3,67,2
308,2025-05-14 16:29:00,4,67,1
309,2025-05-15 04:29:00,5,67,2
310,2025-05-03 00:41:00,1,68,1
311,2025-05-03 13:41:00,2,68,1
312,2025-05-03 05:41:00,3,68,1
313,2025-05-03 18:41:00,4,68,1
314,2025-05-04 20:25:00,1,69,1
315,2025-05-04 07:25:00,2,69,1
316,2025-05-04 01:25:00,3,69,1
317,2025-05-05 00:25:00,4,69,2
318,2025-05-26 08:15:00,1,70,1
319,2025-05-26 05:15:00,2,70,1
320,2025-05-27 03:15:00,3,70,1
321,2025-05-27 01:15:00,4,70,1
322,2025-05-19 14:08:00,1,71,1
323,2025-05-18 20:08:00,3,71,2
324,2025-05-19 08:08:00,4,71,1
325,2025-05-18 17:08:00,5,71,1
326,2025-05-10 02:15:00,1,72,2
327,2025-05-09 21:15:00,2,72,2
328,2025-05-10 00:15:00,3,72,1
329,2025-05-10 06:15:00,4,72,1
330,2025-05-10 01:15:00,5,72,2
331,2025-05-03 15:51:00,1,73,1
332,2025-05-03 17:51:00,2,73,2
333,2025-05-04 09:51:00,3,73,2
334,2025-05-04 04:51:00,4,73,1
335,2025-05-03 23:51:00,5,73,2
336,2025-05-18 05:03:00,1,74,2
337,2025-05-18 03:03:00,3,74,2
338,2025-05-18 15:03:00,4,74,2
339,2025-05-19 00:03:00,5,74,1
340,2025-05-18 12:05:00,1,75,2
341,2025-05-18 03:05:00,2,75,1
342,2025-05-18 06:05:00,3,75,2
343,2025-05-18 12:05:00,4,75,1
344,2025-05-18 13:05:00,5,75,2
345,2025-05-29 05:10:00,1,76,2
346,2025-05-29 03:10:00,2,76,2
347,2025-05-29 04:10:00,3,76,2
348,2025-05-28 11:10:00,5,76,2
349,2025-05-16 14:55:00,1,77,2
350,2025-05-17 02:55:00,2,77,1
351,2025-05-17 05:55:00,3,77,1
352,2025-05-16 06:55:00,5,77,1
353,2025-05-03 02:24:00,1,78,2
354,2025-05-03 00:24:00,2,78,1
355,2025-05-03 02:24:00,3,78,2
356,2025-05-02 11:24:00,4,78,2
357,2025-05-02 20:24:00,5,78,2
358,2025-05-14 01:59:00,1,79,1
359,2025-05-13 09:59:00,2,79,2
360,2025-05-13 11:59:00,3,79,2
361,2025-05-13 20:59:00,4,79,2
362,2025-05-13 09:59:00,5,79,1
363,2025-05-16 09:27:00,1,80,2
364,2025-05-15 14:27:00,2,80,2
365,2025-05-15 18:27:00,3,80,2
366,2025-05-15 12:27:00,4,80,2
367,2025-05-16 06:27:00,5,80,2
368,2025-05-24 22:42:00,1,81,1
369,2025-05-25 08:42:00,2,81,2
370,2025-05-25 04:42:00,3,81,2
371,2025-05-24 17:42:00,4,81,1
372,2025-05-25 04:42:00,5,81,2
373,2025-05-06 00:18:00,1,82,1
374,2025-05-06 02:18:00,2,82,2
375,2025-05-05 19:18:00,3,82,2
376,2025-05-05 07:18:00,5,82,1
377,2025-05-03 14:47:00,1,83,2
378,2025-05-03 16:47:00,2,83,1
379,2025-05-02 21:47:00,3,83,2
380,2025-05-03 11:47:00,4,83,2
381,2025-05-03 15:47:00,5,83,2
382,2025-05-24 23:03:00,1,84,2
383,2025-05-25 01:03:00,2,84,1
384,2025-05-24 22:03:00,4,84,2
385,2025-05-25 01:03:00,5,84,1
386,2025-05-16 22:58:00,1,85,2
387,2025-05-17 16:58:00,2,85,2
388,2025-05-17 01:58:00,3,85,2
389,2025-05-17 12:58:00,5,85,1
390,2025-05-06 18:32:00,1,86,1
391,2025-05-06 02:32:00,2,86,2
392,2025-05-06 13:32:00,3,86,1
393,2025-05-06 03:32:00,4,86,1
394,2025-05-06 09:32:00,5,86,1
395,2025-05-06 18:38:00,1,87,2
396,2025-05-06 13:38:00,2,87,1
397,2025-05-06 11:38:00,3,87,2
398,2025-05-06 19:38:00,4,87,2
399,2025-05-06 14:38:00,5,87,2
400,2025-05-28 21:25:00,1,88,1
401,2025-05-29 03:25:00,2,88,1
402,2025-05-28 13:25:00,3,88,2
403,2025-05-29 03:25:00,4,88,2
404,2025-05-29 19:15:00,1,89,1
405,2025-05-29 22:15:00,2,89,1
406,2025-05-30 15:15:00,3,89,2
407,2025-05-30 07:15:00,4,89,2
408,2025-05-03 15:05:00,1,90,1
409,2025-05-03 03:05:00,2,90,2
410,2025-05-03 03:05:00,3,90,1
411,2025-05-02 22:05:00,4,90,1
412,2025-05-03 02:05:00,5,90,2
413,2025-05-20 11:33:00,1,91,2
414,2025-05-19 19:33:00,2,91,1
415,2025-05-19 22:33:00,3,91,1
416,2025-05-20 02:33:00,4,91,1
417,2025-05-19 19:33:00,5,91,2
418,2025-05-09 07:42:00,1,92,1
419,2025-05-09 15:42:00,2,92,1
420,2025-05-09 19:42:00,3,92,2
421,2025-05-09 08:42:00,4,92,2
422,2025-05-08 12:25:00,1,93,1
423,2025-05-09 07:25:00,2,93,1
424,2025-05-09 02:25:00,3,93,2
425,2025-05-08 10:25:00,4,93,1
426,2025-05-09 08:25:00,5,93,2
427,2025-05-22 03:29:00,1,94,2
428,2025-05-22 08:29:00,2,94,1
429,2025-05-21 12:29:00,4,94,1
430,2025-05-21 17:29:00,5,94,2
431,2025-05-25 20:00:00,1,95,1
432,2025-05-25 13:00:00,2,95,1
433,2025-05-25 15:00:00,3,95,2
434,2025-05-25 10:00:00,4,95,1
435,2025-05-26 00:00:00,5,95,2
436,2025-05-19 03:04:00,1,96,1
437,2025-05-20 00:04:00,2,96,1
438,2025-05-20 00:04:00,3,96,1
439,2025-05-19 15:04:00,4,96,2
440,2025-05-20 01:04:00,5,96,2
441,2025-05-18 05:08:00,1,97,1
442,2025-05-17 15:08:00,2,97,2
443,2025-05-17 20:08:00,3,97,2
444,2025-05-18 08:08:00,4,97,1
445,2025-05-17 13:08:00,5,97,2
446,2025-05-30 02:56:00,1,98,2
447,2025-05-29 10:56:00,2,98,1
448,2025-05-29 17:56:00,3,98,2
449,2025-05-29 12:56:00,4,98,2
450,2025-05-10 10:28:00,1,99,2
451,2025-05-10 16:28:00,2,99,2
452,2025-05-10 22:28:00,3,99,2
453,2025-05-10 05:28:00,4,99,1
454,2025-05-10 10:28:00,5,99,2
455,2025-05-23 13:39:00,1,100,1
456,2025-05-24 05:39:00,2,100,2
457,2025-05-23 11:39:00,3,100,1
458,2025-05-24 01:39:00,4,100,1
459,2025-05-24 06:39:00,5,100,2
460,2025-05-27 06:33:00,1,101,2
461,2025-05-27 19:33:00,2,101,1
462,2025-05-27 17:33:00,3,101,2
463,2025-05-27 09:33:00,5,101,2
464,2025-05-28 05:19:00,1,102,1
465,2025-05-27 17:19:00,2,102,1
466,2025-05-28 07:19:00,3,102,1
467,2025-05-27 22:19:00,4,102,1
468,2025-05-28 06:19:00,5,102,2
469,2025-05-04 15:16:00,1,103,1
470,2025-05-04 07:16:00,2,103,1
471,2025-05-04 17:16:00,3,103,2
472,2025-05-04 19:16:00,4,103,1
473,2025-05-04 10:16:00,5,103,1
474,2025-05-05 07:35:00,1,104,2
475,2025-05-05 11:35:00,2,104,1
476,2025-05-05 05:35:00,3,104,1
477,2025-05-05 20:35:00,5,104,1
478,2025-05-11 08:13:00,1,105,1
479,2025-05-11 03:13:00,2,105,1
480,2025-05-11 02:13:00,3,105,2
481,2025-05-11 15:13:00,4,105,2
482,2025-05-11 10:13:00,5,105,1
483,2025-05-08 19:40:00,1,106,2
484,2025-05-08 19:40:00,2,106,2
485,2025-05-08 20:40:00,3,106,2
486,2025-05-08 14:40:00,4,106,1
487,2025-05-08 04:40:00,5,106,2
488,2025-05-18 10:16:00,1,107,1
489,2025-05-18 07:16:00,2,107,2
490,2025-05-18 03:16:00,3,107,2
491,2025-05-18 08:16:00,4,107,1
492,2025-05-17 23:16:00,5,107,1
493,2025-05-28 11:05:00,1,108,2
494,2025-05-28 11:05:00,2,108,2
495,2025-05-28 04:05:00,3,108,2
496,2025-05-28 05:05:00,4,108,2
497,2025-05-28 07:02:00,1,109,2
498,2025-05-27 17:02:00,2,109,2
499,2025-05-28 08:02:00,3,109,2
500,2025-05-27 21:02:00,4,109,1
501,2025-05-27 23:02:00,5,109,1
502,2025-05-26 01:40:00,1,110,2
503,2025-05-25 08:40:00,2,110,1
504,2025-05-25 05:40:00,3,110,2
505,2025-05-26 02:40:00,4,110,2
506,2025-05-25 19:40:00,5,110,1
507,2025-05-07 21:28:00,1,111,2
508,2025-05-07 02:28:00,2,111,1
509,2025-05-07 01:28:00,3,111,1
510,2025-05-07 04:28:00,5,111,2
511,2025-05-15 14:00:00,1,112,1
512,2025-05-14 17:00:00,2,112,1
513,2025-05-14 19:00:00,3,112,1
514,2025-05-15 03:00:00,5,112,1
515,2025-06-01 19:57:00,1,113,1
516,2025-06-01 16:57:00,2,113,1
517,2025-06-01 02:57:00,3,113,1
518,2025-06-01 20:57:00,4,113,2
519,2025-06-01 06:57:00,5,113,1
520,2025-05-02 12:37:00,1,114,2
521,2025-05-03 10:37:00,2,114,1
522,2025-05-02 12:37:00,3,114,2
523,2025-05-02 12:37:00,4,114,1
524,2025-05-03 06:37:00,5,114,2
525,2025-05-14 12:02:00,1,115,1
526,2025-05-15 04:02:00,2,115,2
527,2025-05-14 10:02:00,3,115,1
528,2025-05-14 16:02:00,4,115,2
529,2025-05-15 00:02:00,5,115,1
530,2025-05-29 16:57:00,1,116,2
531,2025-05-29 10:57:00,2,116,1
532,2025-05-29 04:57:00,3,116,2
533,2025-05-29 16:57:00,4,116,2
534,2025-05-23 01:42:00,1,117,2
535,2025-05-22 20:42:00,2,117,2
536,2025-05-22 20:42:00,3,117,2
537,2025-05-22 23:42:00,4,117,2
538,2025-05-26 13:56:00,1,118,1
539,2025-05-26 09:56:00,2,118,1
540,2025-05-26 06:56:00,3,118,1
541,2025-05-25 21:56:00,5,118,1
542,2025-05-21 08:09:00,1,119,1
543,2025-05-21 08:09:00,2,119,1
544,2025-05-21 00:09:00,3,119,1
545,2025-05-21 12:09:00,4,119,1
546,2025-05-21 22:09:00,5,119,2
547,2025-05-08 23:51:00,1,120,1
548,2025-05-08 05:51:00,2,120,1
549,2025-05-08 19:51:00,3,120,1
550,2025-05-08 17:51:00,4,120,1
551,2025-05-09 03:51:00,5,120,2
552,2025-05-30 12:01:00,1,121,2
553,2025-05-30 03:01:00,2,121,2
554,2025-05-29 18:01:00,3,121,1
555,2025-05-30 12:01:00,4,121,2
556,2025-05-29 16:01:00,5,121,2
557,2025-05-30 10:50:00,1,122,2
558,2025-05-30 15:50:00,2,122,2
559,2025-05-30 22:50:00,3,122,2
560,2025-05-31 05:50:00,4,122,2
561,2025-05-31 08:50:00,5,122,2
562,2025-05-26 23:55:00,1,123,1
563,2025-05-27 03:55:00,2,123,1
564,2025-05-27 19:55:00,3,123,1
565,2025-05-27 03:55:00,4,123,2
566,2025-05-27 17:55:00,5,123,1
567,2025-05-09 04:10:00,1,124,1
568,2025-05-09 08:10:00,2,124,2
569,2025-05-08 21:10:00,3,124,1
570,2025-05-08 12:10:00,4,124,2
571,2025-05-05 02:55:00,1,125,1
572,2025-05-05 06:55:00,2,125,2
573,2025-05-04 12:55:00,3,125,1
574,2025-05-05 10:55:00,4,125,2
575,2025-05-17 06:12:00,1,126,2
576,2025-05-16 19:12:00,2,126,2
577,2025-05-17 06:12:00,3,126,2
578,2025-05-16 08:12:00,4,126,1
579,2025-05-16 17:12:00,5,126,1
580,2025-05-16 07:19:00,1,127,2
581,2025-05-15 14:19:00,2,127,2
582,2025-05-16 07:19:00,3,127,2
583,2025-05-16 00:19:00,4,127,1
584,2025-05-16 10:19:00,5,127,1
585,2025-05-28 21:14:00,1,128,1
586,2025-05-29 01:14:00,2,128,2
587,2025-05-29 05:14:00,3,128,2
588,2025-05-28 16:14:00,4,128,2
589,2025-05-08 09:21:00,1,129,2
590,2025-05-07 17:21:00,2,129,1
591,2025-05-08 11:21:00,3,129,1
592,2025-05-07 16:21:00,4,129,1
593,2025-05-08 07:21:00,5,129,2
594,2025-05-03 21:22:00,1,130,2
595,2025-05-03 14:22:00,2,130,1
596,2025-05-03 16:22:00,4,130,2
597,2025-05-03 13:22:00,5,130,1
598,2025-05-14 07:53:00,1,131,2
599,2025-05-14 04:53:00,2,131,1
600,2025-05-14 12:53:00,3,131,2
601,2025-05-14 21:53:00,5,131,1
602,2025-05-31 17:07:00,1,132,2
603,2025-05-31 22:07:00,2,132,1
604,2025-05-31 14:07:00,3,132,2
605,2025-05-31 03:07:00,5,132,1
606,2025-05-09 06:37:00,1,133,1
607,2025-05-09 08:37:00,2,133,1
608,2025-05-09 14:37:00,4,133,2
609,2025-05-09 20:37:00,5,133,1
610,2025-05-09 12:06:00,1,134,2
611,2025-05-09 04:06:00,2,134,1
612,2025-05-09 14:06:00,3,134,1
613,2025-05-09 16:06:00,4,134,2
614,2025-05-09 06:06:00,5,134,1
615,2025-05-13 21:50:00,1,135,2
616,2025-05-13 20:50:00,2,135,1
617,2025-05-13 23:50:00,3,135,2
618,2025-05-13 03:50:00,4,135,2
619,2025-05-13 12:50:00,5,135,2
620,2025-05-21 08:07:00,1,136,2
621,2025-05-21 06:07:00,2,136,1
622,2025-05-21 14:07:00,3,136,1
623,2025-05-21 02:07:00,4,136,2
624,2025-05-19 07:16:00,1,137,2
625,2025-05-20 03:16:00,2,137,1
626,2025-05-19 07:16:00,3,137,2
627,2025-05-20 03:16:00,4,137,2
628,2025-05-19 16:16:00,5,137,2
629,2025-05-14 08:33:00,1,138,1
630,2025-05-14 14:33:00,2,138,1
631,2025-05-14 19:33:00,3,138,2
632,2025-05-14 20:33:00,4,138,2
633,2025-05-14 09:33:00,5,138,1
634,2025-05-19 07:46:00,1,139,2
635,2025-05-19 20:46:00,2,139,1
636,2025-05-19 14:46:00,3,139,2
637,2025-05-19 13:46:00,4,139,2
638,2025-05-19 21:46:00,5,139,1
639,2025-05-25 14:12:00,1,140,2
640,2025-05-25 21:12:00,2,140,2
641,2025-05-25 13:12:00,3,140,1
642,2025-05-25 08:12:00,4,140,2
643,2025-05-25 08:12:00,5,140,1
644,2025-05-04 17:58:00,1,141,1
645,2025-05-04 15:58:00,2,141,1
646,2025-05-04 04:58:00,3,141,1
647,2025-05-04 06:58:00,4,141,1
648,2025-05-04 13:58:00,5,141,1
649,2025-05-12 13:54:00,1,142,1
650,2025-05-12 08:54:00,2,142,2
651,2025-05-12 19:54:00,3,142,2
652,2025-05-11 23:54:00,4,142,1
653,2025-05-12 01:54:00,5,142,2
654,2025-05-29 11:32:00,1,143,2
655,2025-05-29 21:32:00,2,143,2
656,2025-05-30 03:32:00,3,143,2
657,2025-05-29 23:32:00,4,143,2
658,2025-05-29 22:32:00,5,143,1
659,2025-05-14 14:25:00,1,144,2
660,2025-05-14 14:25:00,2,144,1
661,2025-05-15 00:25:00,3,144,2
662,2025-05-14 15:25:00,4,144,2
663,2025-05-18 17:12:00,1,145,1
664,2025-05-18 22:12:00,2,145,2
665,2025-05-18 08:12:00,3,145,1
